hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
433,I,2023,,CH,C,04/18/2023,Maclean's Music,Soarwiththebirds,966,Giant's Causeway,Advanced Thoroughbreds LLC,,Advanced Thoroughbreds LLC,NY,20,"Sallusto & Kimmel, Agent for Winning Move Stable",250000,,,10.0," 1/8",04/08/2025,1,53,
434,I,2023,,CH,C,04/03/2023,Improbable,Social Gal,967,Pure Prize,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Hippophile Bloodstock Ltd.,40000,,,10.2," 1/8",04/08/2025,1,36,
435,I,2023,,B,C,04/01/2023,Maximus Mischief,Solar Dance,968,Kingmambo,"Azpurua Stables, Agent II",,Azpurua Stables,FL,17,Luis A. Shirley,40000,Y,,21.2," 1/4",04/08/2025,1,32,
436,O,2023,,GR/RO,F,02/14/2023,Rock Your World,Solar Reflection,969,Creative Cause,"Tom McCrocklin, Agent XXVI",,Tom McCrocklin,KY,18,OUT,,,04/12/2025,,,,,,
437,I,2023,,DB/BR,C,04/19/2023,Uncle Chuck,Solved,970,Elusive Quality,"Journeyman Bloodstock Services, Inc.","(Brent & Crystal Fernung), Agent II",Journeyman Bloodstock Services,FL,2,S.R.O.A. (K.O.I.D.),40000,,,10.3," 1/8",04/08/2025,1,22,
438,I,2023,,GR/RO,F,03/29/2023,Spun to Run,So Mischievous,971,Into Mischief,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,KY,J,Say Jay Racing,80000,,,10.2," 1/8",04/12/2025,3,126,
439,O,2023,,B,C,05/09/2023,Uncle Mo,Song to the Moon,972,Successful Appeal,"Sequel Bloodstock, Agent IV",,Sequel Bloodstock,NY,9,OUT,,,04/09/2025,,,,,,
440,O,2023,,B,C,02/19/2023,McKinzie,Soul Crusader,973,Fusaichi Pegasus,"Randy Miles, Agent XIV",,Randy Miles,KY,19,OUT,,,04/08/2025,,,,,,
441,I,2023,,DB/BR,C,03/21/2023,Silver State,Souper Sugar Shack,974,Uncle Mo,Champions of the Future,,Champions of the Future,KY,16,RNA,-22000,,,10.2," 1/8",04/08/2025,2,67,
442,I,2023,,GR/RO,C,01/23/2023,Caravaggio,South Coast,975,War Front,"Paul Sharp, Agent III",,Paul Sharp,KY,8,RNA,-70000,,,10.2," 1/8",04/08/2025,3,112,
443,O,2023,,B,C,04/09/2023,American Pharoah,Southern Christmas,976,Harlan's Holiday,"Tom McCrocklin, Agent V",,Tom McCrocklin,PA,18,OUT,,,04/08/2025,,,,,,
444,I,2023,,B,C,03/09/2023,Union Rags,Spa Ready,977,Street Sense,"Navas Equine, Agent I",,Navas Equine,KY,15,Zulia,20000,Y,,10.3," 1/8",04/08/2025,3,126,
445,I,2023,,B,C,04/15/2023,Silver State,Special Treat,978,Candy Ride (ARG),"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,FMQ Stables,275000,,,21.0," 1/4",04/08/2025,1,49,
446,I,2023,,B,F,03/08/2023,Modernist,Special Trip,979,Gemologist,"Hoppel LLC, Agent XI",,Hoppel LLC,KY,7,"Chris Britton, Dan Preiss Agent",25000,Y,,21.3," 1/4",04/08/2025,1,47,
447,O,2023,,B,F,02/27/2023,Runhappy,Spiel,980,Speightstown,"Ocala Stud, Agent",,Ocala Stud,FL,4,OUT,,,04/11/2025,,,,,,
448,O,2023,,CH,C,03/17/2023,Central Banker,Spirituality,981,Gemologist,"de Meric Sales, Agent XVII",,de Meric Sales,NY,12,OUT,,,04/08/2025,,,,,,
449,I,2023,,B,F,05/11/2023,City of Light,Spring Included,982,Include,"Mayberry Farm, Agent VI",,Mayberry Farm,KY,B,Charles Hovitz,30000,Y,,10.1," 1/8",04/08/2025,1,43,
450,I,2023,Alpenglow,CH,F,01/29/2023,Charlatan,Spumoni,983,Pioneerof the Nile,"Lucan Bloodstock (Karl Keegan), Agent II",,Lucan Bloodstock (Karl Keegan),KY,18,"Fergus Galvin, Agent",350000,,,10.0," 1/8",04/08/2025,1,39,
451,I,2023,,CH,C,05/02/2023,Essential Quality,S S Pinafore,984,Street Sense,"S B M Training and Sales, Agent VI",,S B M Training and Sales,KY,2,Black Horse Bloodstock,30000,,,10.4," 1/8",04/08/2025,3,109,
452,I,2023,,B,C,03/04/2023,Independence Hall,Star Cactus,985,Uncle Mo,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,"Jet Horse LLC, Peter Miller, Agent",240000,,,20.4," 1/4",04/08/2025,2,71,
453,O,2023,,B,F,03/22/2023,Vekoma,Starluna,986,Into Mischief,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,KY,14,OUT,,,04/08/2025,,,,,,
454,I,2023,,B,F,04/09/2023,War of Will,Star Pearl,987,Tapit,"Hoppel LLC, Agent III",,Hoppel LLC,KY,7,Nalicia Cozier,10000,,,10.2," 1/8",04/08/2025,2,72,
455,I,2023,Regal Star,DB/BR,C,04/23/2023,Essential Quality,Starseeker,988,Rock Hard Ten,"Eddie Woods, Agent XXXIX",,Eddie Woods,KY,11,Calumet Farm,100000,,,10.0," 1/8",04/08/2025,2,95,
456,I,2023,,B,C,02/02/2023,Khozan,Starship Crystal,989,Congrats,"Journeyman Bloodstock Services, Inc.","(Brent & Crystal Fernung), Agent I",Journeyman Bloodstock Services,FL,2,Half Hollow Stables LLC,55000,,,21.2," 1/4",04/08/2025,2,80,
457,I,2023,,B,F,03/23/2023,Improbable,Starship Gussie,990,High Cotton,"Journeyman Bloodstock Services, Inc.","(Brent & Crystal Fernung), Agent I",Journeyman Bloodstock Services,FL,2,"Fawkes Racing, Inc.",15000,,,10.3," 1/8",04/08/2025,3,116,
458,I,2023,,DB/BR,F,04/03/2023,McKinzie,Starship Leia,991,Lucky Pulpit,"Majestic, Agent XIX",,Majestic,FL,13,RNA,-85000,,,10.1," 1/8",04/08/2025,3,107,
459,I,2023,,DB/BR,F,04/06/2023,Twirling Candy,Stellium,992,Empire Maker,"Really and Truly Thoroughbreds, Agent I",,Really and Truly Thoroughbreds,KY,2,Thirty Year Racing,360000,,,10.0," 1/8",04/08/2025,1,50,
460,O,2023,,GR/RO,C,05/05/2023,Vekoma,Stephanies Jewel,993,Orb,Gutierrez Sales,,Gutierrez Sales,NY,H,OUT,,,04/01/2025,,,,,,
461,O,2023,,GR/RO,C,03/09/2023,Rock Your World,Sterling Beauty,994,Central Banker,"Rebel Horse Ventures LLC, Agent",,Rebel Horse Ventures LLC,NY,13,OUT,,,04/01/2025,,,,,,
462,O,2023,,CH,C,04/09/2023,Volatile,Stick to Your Guns,995,Awesome Again,"Mayberry Farm, Agent X",,Mayberry Farm,KY,B,OUT,,,04/08/2025,,,,,,
463,O,2023,,B,C,03/08/2023,Street Sense,Stillchargingmaria,996,Pioneerof the Nile,"Hartley / DeRenzo Thoroughbreds LLC, Agent III",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/01/2025,,,,,,
464,O,2023,,DB/BR,F,04/17/2023,Independence Hall,Stirred,997,Shakin It Up,"Julie Davies LLC, Agent XVI",,Julie Davies LLC,KY,10,OUT,,,04/08/2025,,,,,,
465,O,2023,,DB/BR,C,03/02/2023,Engage,Stolen Heart,998,Ecton Park,"Golden Woods Thoroughbreds, Agent",,Golden Woods Thoroughbreds,NY,D,OUT,,,03/19/2025,,,,,,
466,I,2023,,DB/BR,C,03/12/2023,Silver State,Stop and Stare,999,Speightstown,"Cruzin' Thoroughbreds LLC, Agent",,Cruzin' Thoroughbreds LLC,KY,C,Gabrily LLC,52000,,,10.2," 1/8",04/08/2025,2,68,
467,I,2023,,GR/RO,C,05/20/2023,Essential Quality,Storm Crossing,1000,Tiznow,"Top Line Sales LLC, Agent XLII",,Top Line Sales LLC,NY,1,"Gary Contessa, Agent",40000,,,10.3," 1/8",04/08/2025,2,81,
468,I,2023,,DB/BR,C,02/21/2023,Yaupon,Stormin Hot,1001,Malibu Moon,"Top Line Sales LLC, Agent III",,Top Line Sales LLC,KY,1,Harmash Racing,270000,,,10.0," 1/8",04/08/2025,1,3,
469,I,2023,,B,F,03/24/2023,Twirling Candy,Street d'Oro,1002,Medaglia d'Oro,"Hoppel LLC, Agent XVII",,Hoppel LLC,FL,7,MM Bloodstock,77500,Y,,21.0," 1/4",04/08/2025,1,28,
470,I,2023,,B,C,02/15/2023,Mendelssohn,Street Show,1003,Street Boss,"Fine Line Equine, Agent for Crown Thoroughbred LLC",,Fine Line Equine,KY,A,High Point Bloodstock,40000,Y,,21.2," 1/4",04/08/2025,2,74,
471,O,2023,,B,C,04/29/2023,Charlatan,Streetwithnoname,1004,Street Sense,"Julie Davies LLC, Agent XXIII",,Julie Davies LLC,KY,10,OUT,,,04/08/2025,,,,,,
472,I,2023,,B,F,02/02/2023,Game Winner,Strike Red,1005,Smart Strike,Navas Equine,,Navas Equine,KY,15,David Gruskos,10000,Y,,10.1," 1/8",04/08/2025,2,59,
473,I,2023,,B,F,03/05/2023,Street Sense,Student Body,1006,Colonel John,"Julie Davies LLC, Agent XIX",,Julie Davies LLC,KY,10,"Joe Sharp, Agent for Jason Richey",70000,,,10.2," 1/8",04/08/2025,1,46,
474,O,2023,,B,C,05/17/2023,Honest Mischief,Subtle Sweetness,1007,During,"Golden Woods Thoroughbreds, Agent",,Golden Woods Thoroughbreds,NY,D,OUT,,,03/24/2025,,,,,,
475,O,2023,,CH,C,05/08/2023,Mitole,Sugar Plum Fairy,1008,Drosselmeyer,"Gene Recio, Agent X",,Gene Recio,KY,17,OUT,,,04/12/2025,,,,,,
476,I,2023,Sugar Princess,B,F,02/05/2023,Authentic,Sugar Queen,1009,Gemologist,"Eddie Woods, Agent XLIV",,Eddie Woods,KY,11,Blas Perez,10000,,,21.4," 1/4",04/08/2025,3,122,
477,O,2023,,B,C,01/26/2023,Constitution,Summering,1010,War Front,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,OUT,,,04/16/2025,,,,,,
478,I,2023,,B,F,01/24/2023,Silver State,Summerland,1011,He's Tops,"Best A Luck Farm LLC, Agent V",,Best A Luck Farm LLC,KY,3,Glockenburg LLC,25000,Y,,10.0," 1/8",04/08/2025,1,19,
479,I,2023,,B,C,03/05/2023,Twirling Candy,Summer Passage,1012,Mineshaft,"Cortez Racing & Sales, Agent",,Cortez Racing & Sales,KY,15,Luis A. Shirley,30000,,,10.3," 1/8",04/08/2025,1,38,
480,O,2023,,GR/RO,C,03/18/2023,Tacitus,Summer Place,1013,Super Saver,"Randy Miles, Agent XV",,Randy Miles,KY,19,OUT,,,04/08/2025,,,,,,
481,I,2023,,GR/RO,F,05/16/2023,Lexitonian,Sunday Gravy,1014,Unbridled's Song,"Adios Amigos, Agent",,Adios Amigos,KY,H,C.H.P.R.,14000,,,10.3," 1/8",04/08/2025,1,55,
482,O,2023,,B,C,02/24/2023,Medaglia d'Oro,Sunset Glow,1015,Exchange Rate,"Gene Recio, Agent IV",,Gene Recio,KY,17,OUT,,,04/08/2025,,,,,,
483,I,2023,,B,F,02/13/2023,Twirling Candy,Sunset Starlet,1016,Malibu Moon,"Top Line Sales LLC, Agent XL",,Top Line Sales LLC,KY,1,Dirt Nap Partners,80000,,,10.1," 1/8",04/08/2025,3,120,
484,I,2023,,CH,F,03/27/2023,Munnings,Super Sharp,1017,Super Saver,"J V C Training and Sales, Agent",,JVC Training and Sales,KY,15,Scott & Evan Dilworth LLC,110000,,,10.0," 1/8",04/08/2025,2,77,
485,O,2023,,CH,C,01/17/2023,Tacitus,Super Stone,1018,Bustin Stones,Jose Munoz,,Jose Munoz,NY,A,OUT,,,03/17/2025,,,,,,
486,I,2023,Woodrow Winston,CH,C,04/22/2023,Carpe Diem,Surf Ride,1019,Scat Daddy,"Golden Rock Thoroughbreds, Agent I",,Golden Rock Thoroughbreds,LA,16,Patricia's Hope LLC,30000,,,10.1," 1/8",04/08/2025,3,115,
487,O,2023,,CH,C,05/17/2023,American Pharoah,Surprisingly (IRE),1020,Galileo (IRE),"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",,Wavertree Stables,KY,5,OUT,,,04/08/2025,,,,,,
488,I,2023,,B,F,03/28/2023,Mendelssohn,Sushi Empire,1021,Empire Maker,"Top Line Sales LLC, Agent XXVI",,Top Line Sales LLC,KY,1,"Bradley Thoroughbreds LLC, Agent",60000,,,10.0," 1/8",04/08/2025,1,33,
489,I,2023,,B,C,04/10/2023,McKinzie,Sustainable,1022,Forestry,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,Nadir Khassanov,105000,,,21.0," 1/4",04/08/2025,1,44,
490,I,2023,,B,C,04/09/2023,Modernist,Suyapa,1023,Astrology,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"Davant Latham, Agent",130000,,,10.0," 1/8",04/08/2025,2,58,
491,I,2023,,CH,F,04/17/2023,Collected,Swampoodle,1024,Broken Vow,"RiceHorse Stable (Brandon & Ali Rice), Agent I",,RiceHorse Stable (Brandon & Ali Rice),KY,6,RNA,-80000,,,10.3," 1/8",04/08/2025,1,16,
492,O,2023,,DB/BR,F,03/28/2023,Street Boss,Sway to Go,1025,Honor Code,"Six K's Training & Sales LLC, Agent",,Six K's Training & Sales LLC,KY,20,OUT,,,04/11/2025,,,,,,
493,O,2023,,GR/RO,F,04/15/2023,Known Agenda,Sweat and Saddle,1026,Speightstown,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,OUT,,,04/01/2025,,,,,,
494,I,2023,,GR/RO,C,05/21/2023,Liam's Map,Sweet,1027,Blame,"Two Oaks Equine, Agent",,Two Oaks Equine,KY,15,"Marquee Bloodstock, Agent",460000,,,10.1," 1/8",04/08/2025,1,52,
495,I,2023,,CH,C,05/25/2023,Gun Runner,Sweet Awakening,1028,Street Cry (IRE),"Navas Equine, Agent V",,Navas Equine,KY,15,Walmac Farm LLC,150000,,,10.2," 1/8",04/08/2025,1,20,
496,I,2023,,GR/RO,F,05/15/2023,Essential Quality,Sweet Baby Girl,1029,Pioneerof the Nile,"Britton Peak, Agent",,Britton Peak,KY,19,"Chad Summers, Agent",200000,,,10.0," 1/8",04/08/2025,2,69,
497,I,2023,,B,F,04/25/2023,Complexity,Sweet Congrats,1030,Congrats,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,C.H.P.R.,13000,,,10.3," 1/8",04/08/2025,2,100,
498,O,2023,,DB/BR,C,05/19/2023,Justify,Sweet Dreams,1031,Candy Ride (ARG),"Hartley / DeRenzo Thoroughbreds LLC, Agent IV",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/01/2025,,,,,,
499,I,2023,,DB/BR,F,04/27/2023,American Pharoah,Sweetest Sound,1032,Smart Strike,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,KY,14,RNA,-385000,,,10.2," 1/8",04/08/2025,2,60,
500,O,2023,,B,F,05/11/2023,City of Light,Sweetgrass,1033,Street Sense,"Ocala Stud, Agent",,Ocala Stud,FL,4,OUT,,,04/09/2025,,,,,,
501,I,2023,,DB/BR,F,04/16/2023,Rock Your World,Sweet Halory,1034,Hold Me Back,Goldencents Thoroughbreds,,Goldencents Thoroughbreds,KY,16,RNA,-32000,,,10.2," 1/8",04/08/2025,2,90,
502,I,2023,,B,C,01/30/2023,Mo Town,Sweet Oats,1035,Oxbow,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,KY,J,S.R.O.A. (K.O.I.D.),25000,,,10.3," 1/8",04/08/2025,2,76,
503,I,2023,,DB/BR,F,04/13/2023,Tiz the Law,Sweet Tooth Haven,1036,Vineyard Haven,"Whitman Sales LLC, Agent IV",,Whitman Sales LLC,PA,16,MEG Racing LLC,25000,,,10.3," 1/8",04/08/2025,1,56,
504,O,2023,,B,F,05/01/2023,Modernist,Swift Sword,1037,War Front,"Mayberry Farm, Agent III",,Mayberry Farm,KY,B,OUT,,,04/16/2025,,,,,,
505,I,2023,,GR/RO,F,03/04/2023,Liam's Map,Swiss Alps,1038,Majesticperfection,"1880 Bloodstock, Agent I",,1880 Bloodstock,KY,20,RNA,-140000,,,10.0," 1/8",04/08/2025,1,30,
506,I,2023,,B,F,05/04/2023,Lexitonian,Synkros,1039,Tapit,"Navas Equine, Agent IV",,Navas Equine,KY,15,Calumet Farm,60000,,,10.3," 1/8",04/08/2025,2,103,
507,I,2023,,B,C,06/05/2023,Maclean's Music,Table Jumper,1040,Jump Start,"Longoria Training & Sales, Agent",,Longoria Training & Sales,VA,7,"North Hills Co., Ltd.",75000,,,10.1," 1/8",04/08/2025,2,86,
508,I,2023,,CH,C,04/15/2023,Tiz the Law,Taboo,1041,Forestry,"Tom McCrocklin, Agent I",,Tom McCrocklin,KY,18,"Donato Lanni, Agent for Zedan Racing",1150000,,,20.3," 1/4",04/08/2025,1,12,
509,O,2023,,B,C,04/09/2023,Justify,Take a Memo,1042,Empire Maker,"S B M Training and Sales, Agent",,S B M Training and Sales,KY,2,OUT,,,04/08/2025,,,,,,
510,I,2023,,DB/BR,F,05/02/2023,Mucho Macho Man,Take a Stroll,1043,Stroll,"Grade One Investments LLC, Agent II",,Grade One Investments LLC,FL,14,"Arthur Hoyeau, Agent",150000,,,10.0," 1/8",04/08/2025,1,13,
511,O,2023,Sarah's Story,DB/BR,F,04/14/2023,Candy Ride (ARG),Talking Book,1044,Honor Code,Nice and Easy Thoroughbreds,,Nice and Easy Thoroughbreds,KY,3,OUT,,,04/16/2025,,,,,,
512,O,2023,,DB/BR,F,03/17/2023,Lexitonian,Talk You Out of It,1045,Overanalyze,"Pick View LLC, Agent XIV",,Pick View LLC,NY,G,OUT,,,04/08/2025,,,,,,
513,I,2023,,B,F,04/11/2023,Known Agenda,Tammy G,1046,Into Mischief,GOP Racing Stable Corp.,,GOP Racing Stable Corp.,KY,20,RNA,-40000,,,10.2," 1/8",04/08/2025,2,88,
514,O,2023,,CH,C,03/09/2023,Notional,Tanquerray,1047,Good Journey,"Julie Davies LLC, Agent VI",,Julie Davies LLC,KY,10,OUT,,,04/08/2025,,,,,,
515,I,2023,,GR/RO,C,01/29/2023,Liam's Map,Taparri,1048,Tapit,"Majestic, Agent XIX",,Majestic,KY,13,Saints or Sinners LLC,475000,,,10.0," 1/8",04/08/2025,1,40,
516,I,2023,,B,F,05/04/2023,Rock Your World,Tapin Through Life,1049,Tapit,AVP Training and Sales,,AVP Training and Sales,KY,17,Juan Cortes,4000,Y,,10.2," 1/8",04/08/2025,2,61,
517,I,2023,,CH,F,04/26/2023,Munnings,Tapitry,1050,Tapit,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,James Politano,20000,,,21.3," 1/4",04/08/2025,2,63,
518,I,2023,,GR/RO,F,04/14/2023,Munnings,Tapping Pearl,1051,Tapit,"Thorostock LLC, Agent II",,Thorostock LLC,KY,H,William K. Werner,700000,,,21.0," 1/4",04/08/2025,1,48,
519,I,2023,,B,C,02/16/2023,Flatter,Taps,1052,War Front,"Harris Training Center LLC, Agent IV",,Harris Training Center LLC,KY,13,C.H.P.R.,20000,,,10.4," 1/8",04/08/2025,3,127,
520,I,2023,,B,F,03/21/2023,American Pharoah,Tap That App,1053,Tapit,"Niall Brennan Stables, Agent V",,Niall Brennan Stables,NY,8,SG Racing,185000,,,10.2," 1/8",04/09/2025,1,35,
521,I,2023,,CH,C,05/11/2023,Mitole,Taste Like Candy,1054,Candy Ride (ARG),"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",,Wavertree Stables,KY,5,RNA,-235000,,,21.0," 1/4",04/09/2025,2,78,
522,I,2023,,CH,F,04/27/2023,Frosted,Tattersail,1055,Twirling Candy,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,"Ryan Ball, Dan Preiss, Agent",25000,,,10.2," 1/8",04/09/2025,1,27,
523,I,2023,,DB/BR,C,03/21/2023,Flameaway,Taylor's Lightning,1056,Liam's Map,"Top Line Sales LLC, Agent III",,Top Line Sales LLC,KY,1,"Pedro Lanz, Agent for KAS Stables",400000,,,10.0," 1/8",04/09/2025,1,30,
524,I,2023,,B,F,03/09/2023,Independence Hall,Tea Light,1057,Right Rigger,"Julie Davies LLC, Agent XVIII",,Julie Davies LLC,KY,10,RNA,-140000,,,10.0," 1/8",04/09/2025,1,9,
525,O,2023,,B,F,03/12/2023,Into Mischief,Teetotaler,1058,Uncle Mo,"Eddie Woods, Agent XVIII",,Eddie Woods,KY,11,OUT,,,04/16/2025,,,,,,
526,I,2023,,B,F,04/27/2023,Candy Ride (ARG),Tell All,1059,Broken Vow,"Envision Equine, Agent",,Envision Equine,KY,D,"Martin Racing Stable, LLC",35000,,,10.1," 1/8",04/09/2025,3,134,
527,I,2023,,DB/BR,C,03/17/2023,Instagrand,Tellmeyouloveme,1060,Liam's Map,"Doble J Equine Sales, Agent III",,Doble J Equine Sales,KY,C,JC Racing Stable LLC,25000,Y,,10.1," 1/8",04/12/2025,2,56,
528,I,2023,,CH,C,03/08/2023,Neolithic,Tempest's Flash,1061,It's No Joke,"Galvan Brothers Equine, Agent",,Galvan Brothers Equine,FL,D,Rohan Crichton,30000,Y,,10.1," 1/8",04/09/2025,1,42,
529,I,2023,Tensas Max Lady,B,F,02/16/2023,Maximus Mischief,Tensas Idea,1062,Ide,"Best A Luck Farm LLC, Agent VI",,Best A Luck Farm LLC,LA,3,Patricia's Hope LLC,42000,,,10.2," 1/8",04/09/2025,3,128,
530,I,2023,,B,C,02/06/2023,Goldencents,That's Her M. O.,1063,Uncle Mo,"Global Thoroughbreds LLC, Agent III",,Global Thoroughbreds LLC,KY,6,Warren Ranch LLC,50000,,,10.3," 1/8",04/09/2025,3,125,
531,I,2023,,B,F,04/30/2023,Kantharos,That's My Cue,1064,Quality Road,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,Team Penney & Icon Racing,200000,,,9.4," 1/8",04/09/2025,1,33,
532,I,2023,,CH,F,03/14/2023,Improbable,The Path Not Taken (GB),1065,Sea The Stars (IRE),"de Meric Sales, Agent XIV",,de Meric Sales,KY,12,Tiffany Scanlon,10000,,,10.3," 1/8",04/09/2025,3,112,
533,I,2023,,B,F,04/09/2023,Girvin,The Shady Lady,1066,Quality Road,Ocala Stud,,Ocala Stud,FL,4,D. C. Goff,105000,,,21.2," 1/4",04/09/2025,1,29,
534,O,2023,,GR/RO,C,05/07/2023,Essential Quality,Thinking,1067,Nyquist,"Niall Brennan Stables, Agent I",,Niall Brennan Stables,KY,8,OUT,,,04/06/2025,,,,,,
535,O,2023,,DB/BR,C,04/08/2023,McKinzie,This Is War,1068,War Front,"Thorostock LLC, Agent II",,Thorostock LLC,KY,H,OUT,,,04/04/2025,,,,,,
536,I,2023,,CH,C,03/16/2023,Mitole,Three Halos,1069,Liaison,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,Michael Gorham,30000,Y,,10.1," 1/8",04/09/2025,2,61,
537,O,2023,,DB/BR,C,04/29/2023,Hard Spun,Three Quarter Time,1070,Tiznow,"Julie Davies LLC, Agent XXXII",,Julie Davies LLC,KY,10,OUT,,,04/16/2025,,,,,,
538,O,2023,,DB/BR,C,05/07/2023,Complexity,Thrice,1071,Hat Trick (JPN),Really and Truly Thoroughbreds,,Really and Truly Thoroughbreds,KY,2,OUT,,,03/07/2025,,,,,,
539,I,2023,,B,F,02/21/2023,Charlatan,Tiger Ride,1072,Candy Ride (ARG),"de Meric Sales, Agent XII",,de Meric Sales,KY,12,FT Racing,300000,,,10.0," 1/8",04/09/2025,1,19,
540,I,2023,,DB/BR,F,04/05/2023,Mo Town,Timberlea,1073,Flatter,"Tom McCrocklin, Agent XII",,Tom McCrocklin,NY,18,RNA,-95000,,,21.2," 1/4",04/09/2025,2,103,
541,I,2023,,B,C,04/24/2023,Justify,Timely,1074,Verrazano,"Hartley / DeRenzo Thoroughbreds LLC, Agent V",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,Walmac Farm LLC,250000,,,10.1," 1/8",04/09/2025,1,21,
542,I,2023,,GR/RO,C,02/23/2023,Tacitus,Timeslot,1075,First Defence,Navas Equine,,Navas Equine,FL,15,Renzo Romero Acosta,25000,,,10.2," 1/8",04/09/2025,3,113,
543,I,2023,,B,C,02/17/2023,Caracaro,Time to Reign,1076,Medaglia d'Oro,"Azpurua Stables, Agent II",,Azpurua Stables,FL,17,C.H.P.R.,25000,Y,,10.2," 1/8",04/09/2025,1,55,
544,I,2023,,B,F,02/16/2023,Outwork,Tipperary Moon,1077,Malibu Moon,"Eddie Woods, Agent XIX",,Eddie Woods,KY,11,U Racing Stables,185000,,,20.4," 1/4",04/09/2025,3,110,
545,I,2023,,GR/RO,C,04/22/2023,Knicks Go,Tizabella,1078,Tiznow,"Britton Peak, Agent",,Britton Peak,KY,19,Dare to Dream Stable Management LLC,100000,Y,,10.2," 1/8",04/09/2025,1,12,
546,O,2023,,GR/RO,C,04/03/2023,Volatile,Tiz a Brite Miss,1079,High Brite,"Mayberry Farm, Agent I",,Mayberry Farm,KY,B,OUT,,,04/08/2025,,,,,,
547,I,2023,,B,C,03/02/2023,Blame,Tizdaria,1080,Tiznow,"Hoppel LLC, Agent",,Hoppel LLC,KY,7,"North Hills Co., Ltd.",120000,,,20.4," 1/4",04/09/2025,1,20,
548,I,2023,,DB/BR,C,03/06/2023,War Front,Tiz Ella,1081,Tiznow,"Gene Recio, Agent III",,Gene Recio,KY,17,Case Clay Thoroughbred Management,200000,,,21.1," 1/4",04/09/2025,1,24,
549,I,2023,,B,C,04/06/2023,Win Win Win,Tiz Entertaining,1082,Tiznow,Ocala Stud,,Ocala Stud,FL,4,S.R.O.A. (K.O.I.D.),27000,,,21.4," 1/4",04/09/2025,2,96,
550,I,2023,,B,C,05/16/2023,Constitution,Tizn'tshebeautiful,1083,Uncle Mo,"GOP Racing Stable Corp., Agent I",,GOP Racing Stable Corp.,KY,20,Nadir Khassanov,90000,,,10.2," 1/8",04/09/2025,1,36,
551,O,2023,,B,C,04/14/2023,Maxfield,Tiz So Sweet,1084,Tiznow,Kinsman Farm,,Kinsman Farm,KY,6,OUT,,,04/04/2025,,,,,,
552,I,2023,,B,F,04/17/2023,Instagrand,Tiz the Tide,1085,Tiznow,"Top Line Sales LLC, Agent I",,Top Line Sales LLC,KY,1,Dr. Fawzy Bouresly,20000,,,10.1," 1/8",04/09/2025,2,92,
553,I,2023,,B,C,02/13/2023,Twirling Candy,To a Friend,1086,Scat Daddy,"Navas Equine, Agent VI",,Navas Equine,KY,15,Mo Speed Racing LLC,350000,,,10.1," 1/8",04/09/2025,2,82,
554,O,2023,,DB/BR,F,04/06/2023,Independence Hall,Toasted,1087,Successful Appeal,"Really and Truly Thoroughbreds, Agent I",,Really and Truly Thoroughbreds,KY,2,OUT,,,03/07/2025,,,,,,
555,I,2023,,B,C,04/20/2023,Girvin,Toni Ann's Miracle,1088,Hear No Evil,"Randy Miles, Agent XXXIV",,Randy Miles,FL,19,Jeffrey Bloom for Charlie Monfort & Brian Spagnola,150000,,,10.0," 1/8",04/09/2025,1,10,
556,O,2023,,DB/BR,C,05/16/2023,Solomini,Toni Tools,1089,Roaring Fever,"Thorostock LLC, Agent III",,Thorostock LLC,NY,H,OUT,,,04/04/2025,,,,,,
