hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
409,I,2022,,DB/BR,F,04/12/2022,Echo Town,Neom,727,Mineshaft,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,IN,J,C.H.P.R.,10000,,,11.1," 1/8",04/09/2024,1,42,
410,O,2022,,CH,F,03/26/2022,Game Winner,Never Forget Her,728,No Nay Never,"Fast Horses, Agent II",,Fast Horses,ON,D,OUT,,,04/17/2024,,,,,,
411,I,2022,Rookie Racer,DB/BR,C,03/09/2022,Vekoma,Newbie,729,Bernardini,"Sequel Bloodstock, Agent for Chester & Mary Broman",,Sequel Bloodstock,NY,9,"Donato Lanni, Agent for Zedan Racing Stable",800000,,,9.4," 1/8",04/09/2024,1,6,
412,I,2022,,CH,C,02/19/2022,Global Campaign,Newly Escaped,730,Tiznow,"Lucan Bloodstock (Karl Keegan), Agent V",,Lucan Bloodstock (Karl Keegan),KY,18,Louis Linder Jr.,50000,,,10.1," 1/8",04/09/2024,1,47,
413,I,2022,,B,F,03/08/2022,Mitole,New Song,731,Smart Strike,"S B M Training and Sales, Agent II",,S B M Training and Sales,KY,2,C.H.P.R.,20000,,,10.1," 1/8",04/09/2024,1,18,
414,I,2022,,B,F,04/09/2022,Hard Spun,Night Witch,732,Indian Charlie,"Tradewinds Farm, Agent I",,Tradewinds Farm,KY,15,C.H.P.R.,25000,,,10.2," 1/8",04/09/2024,2,84,
415,I,2022,,B,C,05/04/2022,Central Banker,Nile Princess,733,Pioneerof the Nile,"Santa Fe Thoroughbreds, Agent I",,Santa Fe Thoroughbreds,NY,14,Nicolino Avicolli,30000,,,10.1," 1/8",04/09/2024,1,33,
416,I,2022,,B,C,05/11/2022,McKinzie,Nite in Rome,734,Harlan's Holiday,"Lucan Bloodstock (Karl Keegan), Agent VIII",,Lucan Bloodstock (Karl Keegan),KY,18,Derek Chin,105000,,,10.1," 1/8",04/09/2024,3,110,
417,I,2022,,CH,C,04/18/2022,Curlin,Noble and a Beauty,735,Noble Causeway,"de Meric Sales, Agent XX",,de Meric Sales,KY,12,Donato Lanni for Frank Fletcher Racing Operations,575000,,,10.0," 1/8",04/09/2024,2,69,
418,I,2022,,DB/BR,C,04/11/2022,Maclean's Music,Noble Charlotte,736,Include,"Top Line Sales LLC, Agent XXV",,Top Line Sales LLC,KY,1,Commonwealth New Era Racing,70000,,,10.1," 1/8",04/09/2024,3,124,
419,O,2022,,GR/RO,F,05/06/2022,Classic Empire,Noble Grey,737,Forestry,"Harris Training Center LLC, Agent IV",,Harris Training Center LLC,KY,13,OUT,,,04/12/2024,,,,,,
420,I,2022,,B,C,05/02/2022,Tiz the Law,No Lip Service,738,Bodemeister,"Scanlon Training & Sales, Agent II",,Scanlon Training & Sales,KY,10,Jeff Kresnak,105000,,,10.1," 1/8",04/09/2024,2,61,
421,I,2022,,GR/RO,C,04/14/2022,Paynter,Northern Smile,739,Outflanker,"Paul Sharp, Agent VI",,Paul Sharp,KY,C,John P. Warren,60000,,,10.1," 1/8",04/09/2024,2,108,
422,O,2022,,GR/RO,F,04/15/2022,Into Mischief,Not in Jest,740,Unbridled's Song,Kaden Clary,,Kaden Clary,KY,D,OUT,,,04/17/2024,,,,,,
423,O,2022,,B,C,03/29/2022,Vino Rosso,Oblivious,741,Cozzene,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,KY,J,OUT,,,04/09/2024,,,,,,
424,O,2022,,DB/BR,F,02/07/2022,Candy Ride (ARG),Octava,742,Medaglia d'Oro,"Julie Davies LLC, Agent I",,Julie Davies LLC,KY,7,OUT,,,04/12/2024,,,,,,
425,I,2022,,DB/BR,F,04/18/2022,Global Campaign,Off My Stage,743,More Than Ready,"Santa Fe Thoroughbreds, Agent",,Santa Fe Thoroughbreds,KY,14,Rohan Crichton,100000,,,10.1," 1/8",04/09/2024,3,127,
426,I,2022,,DB/BR,C,05/09/2022,Mendelssohn,Off the Street,744,Street Boss,"Envision Equine, Agent I",,Envision Equine,KY,A,"K.O.I.D. Co., Ltd.",50000,,,10.2," 1/8",04/09/2024,3,137,
427,I,2022,,B,C,02/05/2022,Karakontie (JPN),Of One Heart,745,Perfect Soul (IRE),"Pick View LLC, Agent",,Pick View LLC,KY,G,Ted Barlas,20000,,,21.4," 1/4",04/09/2024,3,129,
428,O,2022,,CH,C,03/09/2022,Curlin,Often (IRE),746,Galileo (IRE),"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),IRE,10,OUT,,,04/17/2024,,,,,,
429,I,2022,,B,F,03/22/2022,Liam's Map,Olorda (GER),747,Lord of England (GER),"de Meric Sales, Agent XXI",,de Meric Sales,KY,12,Starship Stables,50000,,,10.2," 1/8",04/09/2024,3,116,
430,O,2022,,CH,F,04/18/2022,Flameaway,Omi Princess,748,Runaway Groom,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,LA,J,OUT,,,04/09/2024,,,,,,
431,I,2022,,B,F,02/01/2022,Girvin,One Hot Drama,749,Big Drama,"Tom McCrocklin, Agent XV",,Tom McCrocklin,FL,18,RNA,-70000,,,21.1," 1/4",04/09/2024,3,140,
432,I,2022,,B,C,01/23/2022,Bolt d'Oro,On Rainbow Bridge,750,Bold Executive,"Hoppel LLC, Agent XV",,Hoppel LLC,KY,7,Glockenburg LLC,68000,Y,,20.4," 1/4",04/09/2024,1,15,
433,I,2022,,CH,C,03/06/2022,Mitole,Opera Star,751,Tamarkuz,"Niall Brennan Stables, Agent",,Niall Brennan Stables,NY,8,Abdullah Alsalem,40000,,,10.2," 1/8",04/09/2024,1,17,
434,O,2022,,B,C,03/03/2022,Into Mischief,Osare,752,Medaglia d'Oro,"Pick View LLC, Agent V",,Pick View LLC,FL,G,OUT,,,04/17/2024,,,,,,
435,I,2022,,CH,F,04/19/2022,Vekoma,Our Jenny B,753,Tale of the Cat,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,LA,J,RNA,-45000,,,9.4," 1/8",04/09/2024,1,2,
436,I,2022,,DB/BR,C,04/03/2022,Catholic Boy,Our Miss Jones,754,Alphabet Soup,"Silvestre Chavez Thoroughbreds, Agent VII",,Silvestre Chavez Thoroughbreds,NY,17,RNA,-22000,,,10.3," 1/8",04/09/2024,2,78,
437,I,2022,,DB/BR,C,02/05/2022,Munnings,Overheated,755,Distorted Humor,"Paul Sharp, Agent IX",,Paul Sharp,NY,C,Mahony Manor,20000,,,10.3," 1/8",04/09/2024,3,136,
438,I,2022,So Thrilling,B,F,03/05/2022,Speightstown,Overjoyed,756,Medaglia d'Oro,"Top Line Sales LLC, Agent XXV",,Top Line Sales LLC,KY,1,Richard Robertson,17500,Y,,10.2," 1/8",04/09/2024,2,87,
439,I,2022,,CH,C,02/16/2022,Flameaway,Over the Rainbow,757,Uncle Mo,"Tom McCrocklin, Agent XV",,Tom McCrocklin,KY,18,RNA,-45000,,,20.4," 1/4",04/09/2024,2,88,
440,I,2022,,B,F,04/26/2022,Vino Rosso,Paddy's Chant,758,Paddy O'Prado,"Richardson Bloodstock, Agent",,Richardson Bloodstock,KY,D,RNA,-47000,,,10.1," 1/8",04/09/2024,2,70,
441,I,2022,,GR/RO,F,03/05/2022,Mitole,Paden Affair,759,Rockport Harbor,Orlyana Farm,,Orlyana Farm,KY,20,RNA,-25000,,,10.3," 1/8",04/13/2024,1,51,
442,I,2022,Jojo From Palmetto,CH,F,02/07/2022,More Than Ready,Pale Moon (GB),760,Dansili (GB),J R Racing Stables,,J R Racing Stables,KY,16,JC Racing Stable LLC,45000,,,10.1," 1/8",04/09/2024,2,104,
443,I,2022,,B,F,02/06/2022,Vino Rosso,Pammi Dearest,761,Verrazano,"All Thorough Racing LLC, Agent",,All Thorough Racing LLC,NY,18,RNA,-48000,,,10.0," 1/8",04/09/2024,2,75,
444,I,2022,,DB/BR,F,05/06/2022,Smiling Tiger,Pamona Ball,762,Pleasantly Perfect,"Navas Equine, Agent III",,Navas Equine,KY,15,Chad Schumer Agent,10000,Y,,10.2," 1/8",04/09/2024,3,134,
445,I,2022,,B,C,03/03/2022,Authentic,Pantanal,763,Congrats,"Julie Davies LLC, Agent XXII",,Julie Davies LLC,KY,7,D. J. Stable LLC,140000,,,10.0," 1/8",04/09/2024,1,41,
446,I,2022,,B,F,03/29/2022,Classic Empire,Paris Sunset,764,Kitten's Joy,"Tom McCrocklin, Agent XX",,Tom McCrocklin,KY,18,Jim Thares,65000,,,21.0," 1/4",04/09/2024,1,10,
447,I,2022,,B,C,02/26/2022,Tom's d'Etat,Parting Words,765,Artie Schiller,"Caliente Thoroughbreds, Agent",,Caliente Thoroughbreds,KY,E,"K.O.I.D. Co., Ltd.",50000,,,10.0," 1/8",04/09/2024,1,48,
448,I,2022,,GR/RO,F,04/22/2022,Mendelssohn,Part of the Charm,766,Tapit,"Paul Sharp, Agent X",,Paul Sharp,KY,C,TCK USA,210000,,,9.4," 1/8",04/09/2024,1,16,
449,I,2022,,B,C,03/25/2022,City of Light,Party Now,767,Tiznow,"Randy Miles, Agent XVI",,Randy Miles,KY,19,RNA,-120000,,,10.2," 1/8",04/09/2024,2,97,
450,O,2022,,DB/BR,C,04/13/2022,Vekoma,Passion for Words,768,Benchmark,"Omar Ramirez Bloodstock, Agent XXII",,Omar Ramirez Bloodstock,LA,17,OUT,,,04/09/2024,,,,,,
451,I,2022,,B,F,04/22/2022,Instagrand,Pat Pat Pat,769,Real Solution,"Julie Davies LLC, Agent VII",,Julie Davies LLC,KY,7,George M. Bradvica,32000,,,10.0," 1/8",04/09/2024,2,85,
452,O,2022,,B,C,05/22/2022,Vino Rosso,Patsy's Holiday,770,Harlan's Holiday,"Best A Luck Farm LLC, Agent V",,Best A Luck Farm LLC,MD,3,OUT,,,04/08/2024,,,,,,
453,I,2022,,B,F,02/04/2022,Authentic,Peace Preserver,771,War Front,"de Meric Sales, Agent XLI",,de Meric Sales,FL,12,Chasing The Wind Racing LLC,55000,,,10.2," 1/8",04/09/2024,2,94,
454,I,2022,,B,F,05/23/2022,Practical Joke,Peach Brew,772,Milwaukee Brew,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,"Fergus Galvin, Agent",400000,,,9.4," 1/8",04/09/2024,1,27,
455,I,2022,,CH,C,02/17/2022,Gunnevera,Pearl Duchess,773,Tonalist,"Iran Faria Corporation LLC, Agent I",,Iran Faria Corporation LLC,FL,16,Kazutaka Hosaka,50000,,,10.2," 1/8",04/09/2024,2,99,
456,I,2022,,CH,C,02/19/2022,Global Campaign,Peggy Ring,774,Ghostzapper,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"Barry Dolan, Agent for Dan Eubanks",30000,,,10.2," 1/8",04/09/2024,2,71,
457,O,2022,,B,F,02/21/2022,Leofric,Perfect Fit,775,Majesticperfection,"Ordonez Thoroughbreds, Agent I",,Ordonez Thoroughbreds,NY,A,OUT,,,04/01/2024,,,,,,
458,I,2022,,B,F,04/09/2022,Omaha Beach,Perfect View,776,Arch,"Gene Recio, Agent XIV",,Gene Recio,KY,17,Lael Stable,430000,Y,,21.0," 1/4",04/09/2024,2,56,
459,I,2022,,B,C,02/21/2022,Adios Charlie,Peruvian Jane,777,Colonel John,"Azpurua Stables, Agent II",,Azpurua Stables,FL,11,Pro Racing Stable LLC,65000,,,10.0," 1/8",04/09/2024,3,122,
460,I,2022,,DB/BR,F,04/07/2022,Thousand Words,Photoplay,778,Tiznow,"Eddie Woods, Agent XLVII",,Eddie Woods,KY,11,Saffie Joseph Jr,105000,,,9.4," 1/8",04/09/2024,2,58,
461,O,2022,,B,C,04/30/2022,City of Light,Picara,779,Turbo Compressor,"Majestic, Agent IV",,Majestic,KY,13,OUT,,,04/08/2024,,,,,,
462,O,2022,,B,F,02/24/2022,Twirling Candy,Picardia,780,Stormy Atlantic,"White Lilac (Katie Miranda), Agent I",,White Lilac (Katie Miranda),KY,17,OUT,,,04/17/2024,,,,,,
463,O,2022,,GR/RO,F,04/01/2022,Munnings,Piccadilly Line,781,Air Force Blue,"Britton Peak, Agent",,Britton Peak,KY,19,OUT,,,04/06/2024,,,,,,
464,I,2022,,DB/BR,F,05/03/2022,Jack Milton,Pick of the Pack,782,Lil's Lad,"Tom McCrocklin, Agent XXI",,Tom McCrocklin,KY,18,LFG Racing,52000,,,21.2," 1/4",04/09/2024,3,111,
465,O,2022,,DB/BR,C,03/29/2022,Connect,Pike Creek,783,Forest Camp,"Eddie Woods, Agent XXIX",,Eddie Woods,KY,11,OUT,,,04/17/2024,,,,,,
466,I,2022,,B,C,03/14/2022,Into Mischief,Pine Needles,784,Giant's Causeway,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Spendthrift Farm / MKW Racing and Breeding LLC,400000,,,10.1," 1/8",04/09/2024,1,25,
467,I,2022,,B,C,04/10/2022,Karakontie (JPN),Pink Leninade,785,Lemon Drop Kid,"Big Easy, Agent",,Big Easy,KY,H,"Hidden Brook, Agent",30000,,,10.4," 1/8",04/09/2024,2,72,
468,I,2022,,CH,F,04/30/2022,Justify,Pink Twist,786,Malibu Moon,"de Meric Sales, Agent XXII",,de Meric Sales,KY,12,Lael Stable,600000,,,10.2," 1/8",04/09/2024,1,4,
469,I,2022,,DB/BR,C,02/28/2022,Girvin,Pippas Poppy,787,Soldat,"Julie Davies LLC, Agent XVI",,Julie Davies LLC,FL,7,"Don Mensh, E. Plesa, Agent",60000,,,10.1," 1/8",04/09/2024,3,135,
470,I,2022,,DB/BR,C,04/25/2022,Bolt d'Oro,Place Card,788,Lemon Drop Kid,"Golden Rock Thoroughbreds, Agent V",,Golden Rock Thoroughbreds,KY,14,Stud Igual Racing LLC,250000,,,21.0," 1/4",04/09/2024,2,76,
471,O,2022,,GR/RO,F,05/02/2022,Spun to Run,Platinum Bride,789,Alphabet Soup,"Silvestre Chavez Thoroughbreds, Agent II",,Silvestre Chavez Thoroughbreds,KY,17,OUT,,,04/09/2024,,,,,,
472,I,2022,,DB/BR,F,03/08/2022,Honor A. P.,Playful Dancer,790,Into Mischief,"Sequel Bloodstock, Agent II",,Sequel Bloodstock,LA,9,"Corbin Blumberg, Agent",185000,,,10.0," 1/8",04/09/2024,2,60,
473,I,2022,,B,C,02/16/2022,Improbable,Playmates Arch,791,Arch,"Randy Miles, Agent XVII",,Randy Miles,KY,19,RNA,-47000,,,10.1," 1/8",04/09/2024,3,125,
474,O,2022,,GR/RO,C,04/09/2022,Complexity,Please,792,Liam's Map,"de Meric Sales, Agent III",,de Meric Sales,KY,12,OUT,,,04/09/2024,,,,,,
475,O,2022,,CH,C,03/11/2022,Maclean's Music,Port of Indy,793,Congrats,"Golden Rock Thoroughbreds, Agent VII",,Golden Rock Thoroughbreds,KY,14,OUT,,,04/05/2024,,,,,,
476,O,2022,,B,C,04/05/2022,Munnings,Possessive,794,Bernardini,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,OUT,,,04/07/2024,,,,,,
477,I,2022,,B,C,04/20/2022,Oscar Performance,Post Script,795,Quality Road,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,"Speedway Stables, LLC",725000,,,9.4," 1/8",04/09/2024,1,38,
478,I,2022,,CH,F,04/21/2022,Audible,Praia,796,Distorted Humor,"Omar Ramirez Bloodstock, Agent I",,Omar Ramirez Bloodstock,KY,17,Steven Dwoskin,50000,,,10.1," 1/8",04/09/2024,1,28,
479,I,2022,,DB/BR,F,02/24/2022,Vekoma,Pray for Leslie,797,Bernardini,"Mayberry Farm, Agent III",,Mayberry Farm,KY,B,Stone Bridge Farm,410000,,,9.4," 1/8",04/09/2024,1,49,
480,I,2022,Premier Cru,CH,C,03/10/2022,Vino Rosso,Premiere Dame,798,Pioneerof the Nile,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,RNA,-32000,,,10.2," 1/8",04/09/2024,2,62,
481,O,2022,,DB/BR,C,05/03/2022,Not This Time,Pretty U,799,Pomeroy,"Niall Brennan Stables, Agent II",,Niall Brennan Stables,KY,8,OUT,,,04/05/2024,,,,,,
482,O,2022,,DB/BR,C,02/14/2022,Violence,Princee Pie,800,Lonhro (AUS),"Randy Bradshaw, Agent II",,Randy Bradshaw,KY,3,OUT,,,04/17/2024,,,,,,
483,I,2022,,GR/RO,C,04/25/2022,Gift Box,Princess Taylor (GB),801,Singspiel (IRE),"Cortez Racing & Sales, Agent IV",,Cortez Racing & Sales,KY,16,S.R.O.A (KOID),30000,,,10.1," 1/8",04/09/2024,2,98,
484,I,2022,,B,C,05/03/2022,Complexity,Privy Council,802,Majesticperfection,"Hoppel LLC, Agent IV",,Hoppel LLC,KY,7,"Larry Zap Agt for TB Acquisitions Group, LLC",60000,Y,,21.0," 1/4",04/09/2024,2,55,
485,I,2022,,CH,C,05/05/2022,More Than Ready,Profound Moment,803,Haynesfield,"Randy Miles, Agent VIII",,Randy Miles,KY,19,"West Point Thoroughbreds, Inc., L.E.B., Agent",300000,,,10.0," 1/8",04/09/2024,1,9,
486,I,2022,,B,F,02/18/2022,Nyquist,Project Whiskey,804,Tapizar,"Navas Equine, Agent IV",,Navas Equine,KY,15,Cumberland Stable,75000,,,10.0," 1/8",04/09/2024,1,14,
487,I,2022,Win Me Gold,GR/RO,C,04/19/2022,Game Winner,Promise Me Silver,805,Silver City,"Sequel Bloodstock, Agent for Chester & Mary Broman",,Sequel Bloodstock,NY,9,"Mr. B LLC, Agt for Golden Bear Racing",190000,,,9.4," 1/8",04/09/2024,2,105,
488,I,2022,,B,F,05/02/2022,Vekoma,Proud Dame,806,Proud Accolade,RiceHorse Stable (Brandon & Ali Rice),,RiceHorse Stable (Brandon & Ali Rice),KY,6,C.H.P.R.,11000,,,10.1," 1/8",04/09/2024,2,67,
489,I,2022,Proud Starlet,B,F,02/10/2022,Mendelssohn,Proud Heroine,807,Proud Citizen,"Randy Miles, Agent VI",,Randy Miles,KY,19,Trevor Smith,220000,,,9.4," 1/8",04/09/2024,1,44,
490,O,2022,,DB/BR,C,03/14/2022,Caravaggio,Proximity Bias,808,Flatter,"Mayberry Farm, Agent V",,Mayberry Farm,KY,B,OUT,,,03/27/2024,,,,,,
491,O,2022,,GR/RO,F,02/05/2022,Spun to Run,Pure Harmony,809,Unbridled's Song,"Top Line Sales LLC, Agent LIII",,Top Line Sales LLC,KY,1,OUT,,,04/07/2024,,,,,,
492,O,2022,,GR/RO,F,04/05/2022,Tiz the Law,Purple Lights,810,Graydar,"Fast Horses, Agent VI",,Fast Horses,KY,D,OUT,,,04/09/2024,,,,,,
493,O,2022,,B,F,02/13/2022,American Pharoah,Purple Trillium,811,Seeking the Gold,"Ordonez Thoroughbreds, Agent III",,Ordonez Thoroughbreds,KY,A,OUT,,,04/13/2024,,,,,,
494,I,2022,,B,F,03/28/2022,Higher Power,Pursuing Fate,812,In Summation,"Best A Luck Farm LLC, Agent I",,Best A Luck Farm LLC,VA,3,William Grainger,40000,,,10.0," 1/8",04/09/2024,1,31,
495,I,2022,Valentine for Aday,DB/BR,C,02/14/2022,King for a Day,Qualifying,813,Quality Road,Cruzin' Thoroughbreds LLC,,Cruzin' Thoroughbreds LLC,NY,16,S.R.O.A (KOID),27000,,,21.4," 1/4",04/09/2024,3,117,
496,O,2022,,B,F,04/16/2022,Mo Town,Quality Bella,814,Quality Road,CM Thoroughbreds,,CM Thoroughbreds,FL,C,OUT,,,04/17/2024,,,,,,
497,I,2022,,DB/BR,F,05/04/2022,Global Campaign,Queenameina,815,Read the Footnotes,"McKathan Bros. Sales, Agent II",,McKathan Bros. Sales,KY,6,RNA,-45000,,,10.2," 1/8",04/09/2024,3,131,
498,O,2022,Bossy Pants,B,F,04/16/2022,Munnings,Queen Mum,816,Paynter,Kinsman Farm,,Kinsman Farm,KY,8,OUT,,,04/01/2024,,,,,,
499,I,2022,,B,F,04/01/2022,Instagrand,Queen of The Night (GB),817,Sadler's Wells,"Niall Brennan Stables, Agent XXVI",,Niall Brennan Stables,NY,8,ATM Racing LLC,20000,Y,,10.3," 1/8",04/09/2024,2,80,
500,I,2022,,B,F,05/04/2022,Vino Rosso,Qui,818,Outwork,"Majestic, Agent XXIII",,Majestic,KY,13,C.H.P.R.,15000,,,10.1," 1/8",04/09/2024,2,92,
501,I,2022,,B,C,04/30/2022,War of Will,Quick Release,819,Trappe Shot,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,NY,14,"Donna & Dan Hurtak, Agents for Joseph G. Bucci",90000,,,10.0," 1/8",04/09/2024,3,115,
502,I,2022,,CH,C,04/30/2022,Global Campaign,Quotation,820,Congrats,"Top Line Sales LLC, Agent XXX",,Top Line Sales LLC,KY,1,Mike Waters,100000,,,9.4," 1/8",04/09/2024,1,1,
503,I,2022,,B,F,02/25/2022,Dialed In,Rachae Leigh,821,Stormin Fever,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,Adrian Peley,9000,,,G," 1/4",04/09/2024,3,126,
504,O,2022,Good Temper,B,F,04/07/2022,Collected,Rachel Wall,822,Blame,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,OUT,,,03/18/2024,,,,,,
505,I,2022,,CH,F,04/24/2022,Good Magic,Radiant Ruby,823,Tale of the Cat,"Scanlon Training & Sales, Agent for Excel Bloodstock",(Bruno DeBerdt),Scanlon Training & Sales,KY,10,Nicole Droder,250000,,,10.0," 1/8",04/09/2024,1,5,
506,I,2022,,DB/BR,F,01/28/2022,Thousand Words,Rafaelini,824,Bernardini,"Britton Peak, Agent",,Britton Peak,KY,19,"Wellbourne Thoroughbred Investements, LLC",125000,,,9.4," 1/8",04/09/2024,1,37,
507,O,2022,Make a Million,B,F,04/17/2022,Higher Power,Rainbow Dreams,825,Empire Maker,"Hoppel LLC, Agent XVIII",,Hoppel LLC,KY,7,OUT,,,04/09/2024,,,,,,
508,O,2022,,B,F,04/16/2022,Adios Charlie,Rainfall,826,Blame,"Ocala Stud, Agent",,Ocala Stud,FL,4,OUT,,,04/09/2024,,,,,,
509,O,2022,,DB/BR,C,05/22/2022,Kitten's Joy,Rapids,827,Pioneerof the Nile,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,NY,J,OUT,,,04/07/2024,,,,,,
510,I,2022,Nana's Rice Puddin,GR/RO,F,04/25/2022,Curlin's Honor,Rate Change,828,Exchange Rate,Universal Performance Horses,,Universal Performance Horses,NJ,17,RNA,-22000,,,10.2," 1/8",04/09/2024,2,77,
511,I,2022,Approval Rating,DB/BR,F,03/12/2022,Ride On Curlin,Rated Xtreme,829,Magna Graduate,"Blue River Bloodstock, Inc., Agent IV",,Blue River Bloodstock  Inc.,FL,19,Osbaldo Jauregui,45000,,,9.4," 1/8",04/09/2024,2,74,
512,O,2022,,DB/BR,F,04/09/2022,American Pharoah,Razorback Lady,830,Overdriven,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,OUT,,,04/09/2024,,,,,,
513,I,2022,,DB/BR,C,04/26/2022,Tale of Verve,Ready for Chianti,831,More Than Ready,Goldencents Thoroughbreds,,Goldencents Thoroughbreds,KY,20,"K.O.I.D. Co., Ltd.",35000,,,10.1," 1/8",04/09/2024,2,101,
514,O,2022,,B,C,03/26/2022,Improbable,Ready Love,832,More Than Ready,"Eddie Woods, Agent XL",,Eddie Woods,KY,11,OUT,,,04/08/2024,,,,,,
515,I,2022,,CH,C,02/28/2022,Midshipman,Real Charm,833,Speightstown,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,KY,J,Chrissalee Erriah,17000,,,10.3," 1/8",04/09/2024,3,118,
516,I,2022,,B,C,01/15/2022,Caracaro,Real Ruffian,834,Ghostzapper,"Azpurua Stables, Agent I",,Azpurua Stables,FL,11,"Taproot Bloodstock, Agent",300000,,,20.3," 1/4",04/09/2024,1,35,
517,I,2022,,B,C,03/01/2022,Improbable,Real Sister,835,Into Mischief,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,KY,J,RNA,-90000,,,9.4," 1/8",04/09/2024,1,11,
518,O,2022,,CH,C,04/02/2022,Mucho Macho Man,Reba's Cat,836,Consolidator,"Grade One Investments LLC, Agent VII",,Grade One Investments LLC,KY,14,OUT,,,03/20/2024,,,,,,
519,I,2022,,DB/BR,C,05/11/2022,Candy Ride (ARG),Rebecca's Surprise,837,Marino Marini,"Global Thoroughbreds LLC, Agent V",,Global Thoroughbreds LLC,KY,15,RNA,-97000,,,10.1," 1/8",04/10/2024,2,92,
520,O,2022,,CH,F,04/03/2022,Munnings,Red Explosion,838,Signature Red,"Niall Brennan Stables, Agent XXVII",,Niall Brennan Stables,ON,8,OUT,,,04/06/2024,,,,,,
521,I,2022,,B,C,01/08/2022,Mendelssohn,Red Robe (GB),839,Nathaniel (IRE),A. G. Sales,,A. G. Sales,FL,14,Fly By,20000,Y,,10.1," 1/8",04/10/2024,1,54,
522,I,2022,,CH,C,02/11/2022,Maximum Security,Regal Rags,840,Union Rags,"McKathan Bros. Sales, Agent I",,McKathan Bros. Sales,KY,6,Clay Scherer,230000,,,10.0," 1/8",04/10/2024,3,112,
523,I,2022,,DB/BR,F,03/28/2022,Not This Time,Reiko,841,Declaration of War,"Centofanti Thoroughbreds, Agent",,Centofanti Thoroughbreds,KY,16,Rohan Crichton,95000,Y,,9.4," 1/8",04/10/2024,1,44,
524,I,2022,,B,C,03/16/2022,Into Mischief,Reina Maria,842,Songandaprayer,"Top Line Sales LLC, Agent XXXVII",,Top Line Sales LLC,KY,1,RNA,-240000,,,9.4," 1/8",04/10/2024,1,2,
525,I,2022,,B,C,03/18/2022,Instilled Regard,Rein in Avaricity,843,Include,RiceHorse Stable (Brandon & Ali Rice),,RiceHorse Stable (Brandon & Ali Rice),KY,6,Zap / Murphy for CA Racing Partners & Ciaglia,130000,,,10.0," 1/8",04/10/2024,1,18,
526,I,2022,,GR/RO,F,03/21/2022,Frosted,Renards Lapin,844,Tiznow,"Golden Rock Thoroughbreds, Agent IV",,Golden Rock Thoroughbreds,KY,14,Ted Barlas,60000,,,10.1," 1/8",04/10/2024,2,89,
527,I,2022,,B,F,03/27/2022,Demarchelier (GB),Reserved Indian,845,Indian Charlie,"Majestic, Agent XV",,Majestic,KY,13,Victory Racing Partners,135000,,,10.0," 1/8",04/10/2024,3,138,
528,I,2022,,CH,F,02/07/2022,Vekoma,Respect,846,He's Had Enough,"Tom McCrocklin, Agent XXVI",,Tom McCrocklin,KY,18,Mark Stanley,160000,,,20.4," 1/4",04/10/2024,1,9,
529,O,2022,,CH,C,03/26/2022,Gun Runner,Responsibleforlove (IRE),847,Duke of Marmalade (IRE),"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXVII",,Wavertree Stables,KY,5,OUT,,,04/10/2024,,,,,,
530,I,2022,,CH,F,03/23/2022,Nyquist,Retraceable,848,Medaglia d'Oro,"Niall Brennan Stables, Agent XXIII",,Niall Brennan Stables,KY,8,"Mike Ryan, Agent",400000,,,9.4," 1/8",04/10/2024,2,69,
531,O,2022,,GR/RO,C,04/18/2022,Liam's Map,R Frosty One,849,Southern Success,"James Layden, Agent I",,James Layden,NY,9,OUT,,,04/01/2024,,,,,,
